 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, rowcost
E aeolian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
Ab locrian (4b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
E locrian (4#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
Db major (5b), 0+0:0:0:0:0, 7+4:0:0:0:1, 5+1:0:0:0:0, 6+3:0:0:0:0, 5+1:0:0:0:0, 2+1:0:0:0:1, 1+0:0:0:0:0, 6+3:0:1:0:1, 3+5:0:0:0:3, 7+7:0:0:0:1, 5+1:0:0:0:0, 6+4:0:0:0:1, 5+4:0:0:0:0, 2+2:0:0:0:1, 1+1:0:0:0:0, 6+3:0:1:0:1, 4+4:0:0:0:3, 6+2:0:0:0:0, 4+1:0:0:0:0, 7+2:0:0:0:0, 4+1:0:0:0:0, 8+3:1:0:0:1, 7+3:1:0:0:3, 5+4:0:0:0:1, 6+7:1:0:0:3, 7+4:0:0:0:1, 5+1:0:0:0:0, 6+2:0:0:0:0, 5+1:0:0:0:0, 2+1:0:0:0:1, 1+0:0:0:0:0, 6+3:0:1:0:1, 3+1:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 10+6:0:0:0:2, 8+4:0:0:0:0, 11+13:1:0:0:1, 5+9:0:0:0:8, 3+3:0:0:0:1, 3+5:0:1:0:1, 8+4:1:1:0:4, 6+2:0:0:0:0, 9+6:0:0:0:1, 8+6:0:0:0:0, 7+8:1:0:0:1, 6+4:0:0:0:0, 3+1:0:0:0:1, 1+0:0:0:0:0, 7+5:0:0:0:5, 5+1:0:0:0:0, 9+3:0:0:0:0, 5+4:0:0:0:1, 10+5:0:0:0:1, 6+3:0:0:0:0, 11+10:1:0:0:2, 7+6:1:0:0:2, 6+9:5:0:0:5, 10+9:1:0:0:6, 11+7:0:0:0:3, 7+7:1:0:0:1, 7+3:0:0:0:0, 5+2:0:0:0:0, 2+1:0:0:0:1, 1+0:0:0:0:0, 5+4:0:1:0:2, 2+1:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 7+2:0:0:0:1, 5+1:0:0:0:0, 5+2:0:0:0:1, 4+4:0:0:0:0, 2+2:0:0:0:1, 1+1:0:0:0:0, 6+3:0:1:0:1, 3+4:0:0:0:2, 8+7:0:0:0:2, 7+2:0:0:0:0, 7+2:0:0:0:0, 6+3:0:0:0:0, 3+1:0:0:0:1, 4+2:0:0:0:0, 6+3:0:0:0:3, 4+1:0:0:0:0, 8+2:0:0:0:1, 4+2:0:0:0:0, 7+3:0:0:0:0, 4+1:0:0:0:0, 9+4:1:1:0:2, 7+7:1:0:0:2, 7+9:3:0:0:3, 7+8:1:0:0:2, 8+3:0:0:0:1, 5+1:0:0:0:0, 10+13:1:0:0:1, 3+4:0:0:0:0, 2+1:0:0:0:1, 1+0:0:0:0:0, 5+4:0:1:0:2, 3+1:0:0:0:0, 0+0:0:0:0:0, 1+1:0:0:0:0, 7+6:0:0:0:1, 7+3:0:0:0:0, 6+3:0:0:0:0, 5+2:0:0:0:0, 2+1:0:0:0:1, 2+1:0:0:0:1, 5+7:0:1:0:6, 5+5:0:0:0:0, 8+2:0:0:0:1, 8+2:0:0:0:0, 6+3:0:0:0:1, 5+6:0:0:0:0, 2+2:0:0:0:1, 1+1:0:0:0:0, 5+6:0:0:0:6, 4+1:0:0:0:0, 7+2:0:0:0:0, 4+2:0:0:0:0, 7+1:0:0:0:0, 5+2:0:0:0:0, 8+9:1:0:0:1, 8+6:2:0:0:3, 10+8:5:0:0:5, 7+9:1:1:0:4, 7+3:0:0:0:1, 5+1:0:0:0:0, 6+2:0:0:0:0, 5+1:0:0:0:0, 3+1:0:0:0:1, 1+0:0:0:0:0, 5+3:0:1:0:1, 3+2:0:0:0:0, 0+0:0:0:0:0, 6+1:0:0:0:0, 8+2:0:0:0:1, 9+6:0:0:0:0, 6+4:0:0:0:0, 5+3:0:0:0:0, 3+1:0:0:0:1, 1+0:0:0:0:0, 7+7:0:0:0:6, 4+1:0:0:0:0, 7+4:0:0:0:2, 5+3:1:0:0:1, 7+2:0:0:0:0, 7+2:0:0:0:0, 2+1:0:0:0:1, 1+0:0:0:0:0, 5+6:0:0:0:6, 3+0:0:0:0:0, 6+1:0:0:0:0, 5+0:0:0:0:0, 7+1:0:0:0:0, 5+3:0:0:0:0, 9+7:1:0:0:1, 7+7:1:0:0:2, 14+6:2:0:0:3, 6+7:1:0:0:3, 7+2:0:0:0:1, 6+2:0:0:0:0, 6+2:0:0:0:0, 5+1:1:0:0:1, 2+1:0:0:0:1, 3+2:0:0:0:2, 6+3:0:1:0:1, 3+5:0:0:0:1, 0+0:0:0:0:0, 2+3:0:0:0:1, 0+0:0:0:0:0, 5+5:0:0:0:2, 0+0:0:0:0:0, 11+7:2:0:0:2, 16+13:0:1:0:7, 0+0:0:0:0:0, 0+0:0:0:0:0, 913+559:40:14:0:180
B major (5#), 2+1:0:0:0:1, 3+2:0:0:0:0, 4+1:0:0:0:0, 7+4:0:0:0:2, 5+4:0:0:0:0, 8+4:0:0:0:0, 6+0:0:0:0:0, 7+3:0:1:0:1, 3+2:0:0:0:0, 3+1:0:0:0:0, 4+1:0:0:0:0, 8+4:0:0:0:1, 5+4:0:0:0:0, 8+4:0:0:0:0, 6+2:0:0:0:0, 7+8:0:1:0:5, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+1:0:1:0:1, 0+0:0:0:0:0, 5+3:1:0:0:1, 5+3:1:0:0:3, 5+4:0:0:0:1, 6+2:0:0:0:0, 3+1:0:0:0:0, 4+1:0:0:0:0, 6+3:0:0:0:1, 5+4:0:0:0:0, 7+4:0:0:0:0, 6+0:0:0:0:0, 7+3:0:1:0:1, 7+1:0:0:0:0, 4+0:0:0:0:0, 1+1:0:0:0:1, 5+5:0:0:0:1, 6+8:0:0:0:4, 11+9:1:0:0:2, 4+9:0:0:0:0, 9+1:0:0:0:1, 9+2:0:1:0:1, 10+5:0:1:0:2, 4+4:0:0:0:1, 4+5:0:0:0:4, 6+6:0:0:0:0, 7+8:1:0:0:1, 6+4:0:0:0:0, 9+3:0:0:0:0, 7+0:0:0:0:0, 9+5:0:2:0:1, 4+2:0:0:0:0, 4+2:0:1:0:1, 1+1:0:1:0:0, 5+5:0:0:0:0, 1+1:0:0:0:0, 9+6:1:0:0:2, 6+6:1:0:0:2, 8+7:0:0:0:1, 7+7:1:0:0:1, 6+8:0:0:0:1, 7+7:0:0:0:0, 7+3:0:0:0:1, 7+6:0:0:0:0, 8+4:0:0:0:0, 7+0:0:0:0:0, 7+4:0:1:0:2, 6+1:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 3+2:0:0:0:1, 4+1:0:0:0:0, 6+2:0:0:0:1, 4+3:0:0:0:0, 8+2:0:0:0:0, 7+0:0:0:0:0, 7+3:0:1:0:1, 5+2:0:0:0:0, 4+2:0:0:0:0, 5+2:0:0:0:0, 7+2:0:0:0:1, 7+4:0:0:0:0, 9+1:0:0:0:1, 9+2:0:0:0:0, 7+6:0:1:0:5, 3+1:0:0:0:0, 2+1:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 6+4:1:1:0:2, 6+7:1:0:0:2, 5+9:3:0:0:3, 7+8:1:0:0:2, 3+2:0:0:0:0, 4+1:0:0:0:0, 10+6:0:0:0:2, 7+5:0:0:0:0, 7+3:0:0:0:0, 6+0:0:0:0:0, 6+4:0:1:0:2, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+6:0:0:0:1, 5+3:0:0:0:0, 6+2:0:0:0:1, 7+4:0:0:0:0, 7+4:0:0:0:0, 8+1:0:0:0:1, 6+5:0:1:0:2, 3+4:0:0:0:1, 3+1:0:0:0:0, 6+2:0:0:0:0, 7+4:0:0:0:1, 5+6:0:0:0:0, 7+3:0:0:0:0, 6+2:0:0:0:0, 6+7:0:1:0:4, 3+1:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+1:0:0:0:0, 0+0:0:0:0:0, 4+3:1:0:0:1, 7+6:2:0:0:3, 8+8:5:0:0:5, 7+9:1:1:0:4, 3+3:0:0:0:0, 4+1:0:0:0:0, 6+2:0:0:0:1, 7+4:0:0:0:0, 9+2:0:0:0:0, 7+0:0:0:0:0, 6+3:0:1:0:1, 7+2:0:0:0:2, 5+0:0:0:0:0, 3+1:0:0:0:0, 4+2:0:0:0:1, 9+6:0:0:0:0, 6+3:0:0:0:1, 5+7:0:0:0:0, 8+3:0:0:0:0, 7+0:0:0:0:0, 8+4:0:1:0:2, 4+2:0:0:0:0, 4+2:0:0:0:0, 5+3:1:0:0:1, 7+3:0:0:0:1, 5+6:1:0:0:1, 8+3:0:0:0:0, 7+2:0:0:0:0, 6+8:0:1:0:5, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+4:1:0:0:1, 6+7:1:0:0:2, 10+6:2:0:0:3, 6+7:1:0:0:3, 3+2:0:0:0:0, 5+2:0:0:0:0, 6+3:0:0:0:1, 7+4:1:0:0:1, 7+4:0:0:0:0, 7+2:0:0:0:2, 7+3:0:1:0:1, 5+2:1:0:0:2, 4+0:0:0:0:0, 5+1:0:0:0:1, 4+0:0:0:0:0, 5+3:1:0:0:3, 4+0:0:0:0:0, 10+7:2:0:0:3, 14+10:3:1:0:5, 5+0:0:0:0:0, 1+0:0:0:0:0, 948+526:37:23:0:139
Bb minor (5b), 0+0:0:0:0:0, 7+7:0:0:0:1, 5+0:0:0:0:0, 6+2:0:0:0:1, 5+1:0:0:0:0, 2+4:0:0:0:0, 1+2:0:0:0:0, 6+3:0:1:0:1, 3+0:0:0:0:0, 7+1:0:0:0:0, 5+0:0:0:0:0, 6+4:0:0:0:1, 5+1:0:0:0:0, 2+4:0:0:0:0, 1+2:0:0:0:0, 6+3:0:1:0:1, 3+0:0:0:0:0, 6+2:0:0:0:0, 4+1:0:0:0:0, 7+2:0:0:0:0, 4+1:0:0:0:0, 8+7:1:0:0:1, 7+3:1:0:0:3, 5+2:0:0:0:0, 6+1:1:0:0:1, 7+2:0:0:0:0, 5+0:0:0:0:0, 6+1:0:0:0:0, 5+1:0:0:0:0, 2+4:0:0:0:0, 1+2:0:0:0:0, 6+3:0:1:0:1, 3+1:0:0:0:0, 0+1:0:0:0:0, 0+0:0:0:0:0, 10+12:0:0:0:2, 8+4:0:0:0:4, 11+6:0:0:0:2, 5+3:0:0:0:0, 3+3:0:0:0:0, 3+4:0:1:0:1, 9+4:0:1:0:2, 6+1:0:0:0:1, 9+5:0:0:0:4, 8+5:0:0:0:4, 7+4:0:0:0:3, 6+4:0:0:0:0, 3+3:0:0:0:0, 1+1:0:0:0:0, 8+4:0:1:0:1, 5+0:0:0:0:0, 9+3:0:0:0:0, 5+2:0:0:0:1, 10+5:0:0:0:1, 6+0:0:0:0:0, 11+7:0:0:0:2, 7+3:1:0:0:0, 6+6:0:0:0:0, 10+7:1:0:0:1, 11+8:0:0:0:0, 7+5:1:0:0:4, 7+1:0:0:0:0, 5+2:0:0:0:0, 2+4:0:0:0:0, 1+2:0:0:0:0, 5+4:0:1:0:2, 2+1:0:0:0:0, 0+2:0:0:0:0, 0+0:0:0:0:0, 7+5:0:0:0:1, 5+0:0:0:0:0, 5+1:0:0:0:0, 4+1:0:0:0:0, 2+2:0:0:0:0, 1+1:0:0:0:0, 6+3:0:1:0:1, 3+1:0:0:0:0, 8+2:0:0:0:0, 7+1:0:0:0:1, 7+1:0:0:0:0, 6+3:0:0:0:0, 3+2:0:0:0:0, 4+3:0:0:0:0, 6+5:0:1:0:2, 4+0:0:0:0:0, 8+2:0:0:0:1, 4+2:0:0:0:0, 7+3:0:0:0:0, 4+1:0:0:0:0, 9+8:1:1:0:1, 7+3:1:0:0:3, 6+4:0:0:0:1, 7+2:1:0:0:1, 8+2:0:0:0:0, 5+0:0:0:0:0, 10+3:0:0:0:1, 3+1:0:0:0:0, 2+3:0:0:0:0, 1+2:0:0:0:0, 5+5:0:1:0:2, 3+1:0:0:0:0, 0+0:0:0:0:0, 1+1:0:0:0:0, 7+6:0:0:0:1, 7+1:0:0:0:0, 6+1:0:0:0:0, 5+2:0:0:0:0, 2+4:0:0:0:0, 2+3:0:0:0:0, 5+3:0:1:0:1, 5+1:0:0:0:1, 8+1:0:0:0:0, 8+1:0:0:0:1, 6+2:0:0:0:0, 5+3:0:0:0:0, 2+3:0:0:0:0, 1+2:0:0:0:0, 5+2:0:1:0:1, 4+0:0:0:0:0, 7+2:0:0:0:0, 4+2:0:0:0:0, 7+1:0:0:0:0, 5+2:0:0:0:0, 8+9:1:0:0:1, 8+6:2:0:0:3, 10+6:5:0:0:1, 6+3:1:0:0:1, 7+3:0:0:0:0, 5+0:0:0:0:0, 6+1:0:0:0:0, 5+1:0:0:0:0, 3+2:0:0:0:0, 1+2:0:0:0:0, 5+2:0:1:0:1, 3+2:0:0:0:0, 0+4:0:0:0:0, 1+1:0:0:0:0, 8+2:0:0:0:1, 9+3:0:0:0:1, 6+4:0:0:0:0, 5+3:0:0:0:0, 3+3:0:0:0:0, 1+2:0:0:0:0, 7+2:0:1:0:1, 4+1:0:0:0:0, 7+3:0:0:0:2, 5+1:1:0:0:1, 7+1:0:0:0:0, 7+2:0:0:0:0, 2+3:0:0:0:0, 1+2:0:0:0:0, 5+2:0:1:0:1, 3+0:0:0:0:0, 6+1:0:0:0:0, 5+3:0:0:0:0, 7+1:0:0:0:0, 5+3:0:0:0:0, 9+3:1:0:0:0, 7+3:1:0:0:0, 11+7:0:0:0:1, 6+2:1:0:0:1, 7+2:0:0:0:0, 6+1:0:0:0:1, 6+1:0:0:0:0, 5+1:1:0:0:1, 2+4:0:0:0:0, 3+4:0:0:0:0, 6+4:0:1:0:1, 3+1:0:0:0:0, 0+1:0:0:0:0, 2+0:0:0:0:0, 0+1:0:0:0:0, 5+2:0:0:0:0, 0+1:0:0:0:0, 11+6:2:0:0:2, 16+13:0:1:0:7, 0+1:0:0:0:0, 0+0:0:0:0:0, 903+451:25:18:0:94
G# minor (5#), 2+0:0:0:0:0, 3+4:0:0:0:1, 4+5:0:0:0:0, 7+3:0:0:0:0, 5+1:0:0:0:0, 8+1:0:0:0:1, 6+0:0:0:0:0, 7+3:0:1:0:1, 3+1:0:0:0:0, 3+3:0:0:0:1, 4+1:0:0:0:0, 8+4:0:0:0:1, 5+1:0:0:0:0, 8+1:0:0:0:1, 6+0:0:0:0:0, 7+3:0:1:0:1, 3+4:0:0:0:3, 1+2:0:0:0:0, 0+1:0:0:0:0, 2+2:0:0:0:0, 0+1:0:0:0:0, 5+3:1:0:0:1, 5+3:1:0:0:3, 5+4:2:0:0:4, 6+7:1:0:0:3, 3+4:0:0:0:1, 4+5:0:0:0:0, 6+2:0:0:0:0, 5+1:0:0:0:0, 7+1:0:0:0:1, 6+0:0:0:0:0, 7+3:0:1:0:1, 7+1:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+6:0:0:0:2, 6+12:0:0:0:0, 11+13:1:0:0:1, 4+9:0:0:0:8, 9+1:0:0:0:1, 9+2:0:1:0:1, 10+5:0:1:0:2, 4+1:0:0:0:1, 4+6:0:0:0:1, 6+9:0:0:0:0, 7+8:1:0:0:1, 6+4:0:0:0:0, 9+1:0:0:0:1, 7+0:0:0:0:0, 9+5:0:2:0:1, 4+3:0:0:0:0, 4+3:0:0:0:0, 1+4:0:1:0:0, 5+5:0:0:0:1, 1+3:0:0:0:0, 9+6:1:0:0:2, 6+6:1:0:0:2, 7+9:5:0:0:5, 7+9:1:0:0:6, 6+7:0:0:0:3, 7+7:0:0:0:0, 7+3:0:0:0:0, 7+2:0:0:0:0, 8+1:0:0:0:1, 7+0:0:0:0:0, 7+4:0:1:0:2, 6+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 3+2:0:0:0:1, 4+4:0:0:0:0, 6+2:0:0:0:0, 4+1:0:0:0:0, 8+1:0:0:0:1, 7+0:0:0:0:0, 7+3:0:1:0:1, 4+2:0:0:0:2, 4+7:0:0:0:2, 5+8:0:0:0:0, 7+2:0:0:0:0, 6+3:0:0:0:0, 9+1:0:0:0:1, 9+2:0:0:0:0, 7+3:1:1:0:2, 3+1:0:0:0:0, 2+2:0:0:0:1, 0+2:0:0:0:0, 1+3:0:0:0:0, 0+1:0:0:0:0, 6+4:1:1:0:2, 6+7:1:0:0:2, 5+6:3:0:0:6, 7+8:1:0:0:2, 3+3:0:0:0:1, 4+6:0:0:0:0, 11+4:0:0:0:0, 6+1:0:0:0:0, 7+1:0:0:0:1, 6+0:0:0:0:0, 6+4:0:1:0:2, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+6:0:0:0:1, 5+6:0:0:0:0, 6+3:0:0:0:0, 6+2:0:0:0:0, 7+1:0:0:0:1, 8+1:0:0:0:1, 6+5:0:1:0:2, 5+3:0:0:0:2, 3+2:0:0:0:1, 6+6:0:0:0:0, 7+3:0:0:0:0, 5+3:0:0:0:0, 7+1:0:0:0:1, 6+0:0:0:0:0, 6+4:0:1:0:2, 3+1:0:0:0:0, 1+2:0:0:0:0, 0+2:0:0:0:0, 2+1:0:0:0:0, 0+2:0:0:0:0, 4+3:1:0:0:1, 7+6:2:0:0:3, 8+8:5:0:0:5, 7+9:1:1:0:4, 3+3:0:0:0:1, 4+5:0:0:0:0, 6+2:0:0:0:0, 7+1:0:0:0:0, 9+1:0:0:0:1, 7+0:0:0:0:0, 6+3:0:1:0:1, 7+3:0:0:0:2, 5+0:0:0:0:0, 3+1:0:0:0:0, 4+2:0:0:0:1, 9+6:0:0:0:0, 6+4:0:0:0:0, 5+3:0:0:0:0, 8+1:0:0:0:1, 7+0:0:0:0:0, 8+4:0:1:0:2, 4+1:0:0:0:0, 4+4:0:0:0:2, 6+6:0:0:0:0, 7+2:0:0:0:0, 5+3:1:0:0:1, 8+1:0:0:0:1, 7+0:0:0:0:0, 6+4:0:1:0:2, 2+4:0:0:0:3, 1+1:0:0:0:0, 0+0:0:0:0:0, 1+1:0:0:0:0, 0+3:0:0:0:0, 5+4:1:0:0:1, 6+7:1:0:0:2, 10+6:2:0:0:3, 6+7:1:0:0:3, 3+2:0:0:0:1, 5+6:0:0:0:0, 6+2:0:0:0:0, 7+1:1:0:0:1, 7+1:0:0:0:1, 7+2:0:0:0:2, 7+3:0:1:0:1, 5+2:1:0:0:2, 4+0:0:0:0:0, 5+1:0:0:0:1, 4+0:0:0:0:0, 5+3:1:0:0:3, 4+0:0:0:0:0, 10+6:2:0:0:2, 14+10:3:1:0:5, 5+0:0:0:0:0, 1+0:0:0:0:0, 948+535:45:21:0:163
Bb minor mel (5b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
G# minor mel (5#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
Db major blues (5b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
B major blues (5#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 0+0:0:0:0:0
